movieId,title,genres,rating,genre,year_y,score,director,writer,star,country,company
86059,hop,Animation|Children|Comedy,PG,Animation,2011,5.4,Tim Hill,Cinco Paul,Russell Brand,United States,Universal Pictures
86190,hanna,Action|Adventure|Mystery|Thriller,PG-13,Action,2011,6.8,Joe Wright,Seth Lochhead,Saoirse Ronan,United States,Focus Features
86295,scream 4,Comedy|Horror|Mystery|Thriller,R,Horror,2011,6.1,Wes Craven,Kevin Williamson,Neve Campbell,United States,Dimension Films
86298,rio,Adventure|Animation|Children|Comedy,PG,Animation,2011,6.9,Carlos Saldanha,Carlos Saldanha,Jesse Eisenberg,United States,Twentieth Century Fox Animation
86320,melancholia,Drama|Sci-Fi,R,Drama,2011,7.2,Lars von Trier,Lars von Trier,Kirsten Dunst,Denmark,Zentropa Entertainments
86332,thor,Action|Adventure|Drama|Fantasy|IMAX,PG-13,Action,2011,7.0,Kenneth Branagh,Ashley Miller,Chris Hemsworth,United States,Paramount Pictures
86548,water for elephants,Drama|Romance,PG-13,Drama,2011,6.9,Francis Lawrence,Richard LaGravenese,Robert Pattinson,United States,Fox 2000 Pictures
86628,kill the irishman,Action|Crime,R,Biography,2011,7.1,Jonathan Hensleigh,Jonathan Hensleigh,Ray Stevenson,United States,Anchor Bay Films
86781,incendies,Drama|Mystery|War,R,Drama,2010,8.3,Denis Villeneuve,Denis Villeneuve,Lubna Azabal,Canada,micro_scope
86815,soul surfer,Action|Drama,PG,Biography,2011,7.0,Sean McNamara,Sean McNamara,AnnaSophia Robb,United States,Enticing Entertainment
86817,something borrowed,Comedy|Drama|Romance,PG-13,Comedy,2011,5.9,Luke Greenfield,Jennie Snyder Urman,Ginnifer Goodwin,United States,Alcon Entertainment
86833,bridesmaids,Comedy,R,Comedy,2011,6.8,Paul Feig,Kristen Wiig,Kristen Wiig,United States,Universal Pictures
86880,pirates of the caribbean: on stranger tides,Action|Adventure|Fantasy|IMAX,PG-13,Action,2011,6.6,Rob Marshall,Ted Elliott,Johnny Depp,United States,Walt Disney Pictures
86882,midnight in paris,Comedy|Fantasy|Romance,PG-13,Comedy,2011,7.7,Woody Allen,Woody Allen,Owen Wilson,Spain,Mediapro
86892,the man from nowhere,Action|Crime|Thriller,R,Action,2010,7.8,Jeong-beom Lee,Jeong-beom Lee,Won Bin,South Korea,Cinema Service
87192,attack the block,Action|Comedy|Sci-Fi,R,Action,2011,6.7,Joe Cornish,Joe Cornish,John Boyega,United Kingdom,Screen Gems
87194,the way,Adventure|Comedy|Drama,PG-13,Comedy,2010,7.4,Emilio Estevez,Emilio Estevez,Martin Sheen,Spain,Filmax Entertainment
87222,kung fu panda 2,Action|Adventure|Animation|Children|Comedy|IMAX,PG,Animation,2011,7.2,Jennifer Yuh Nelson,Jonathan Aibel,Jack Black,United States,DreamWorks Animation
87232,x-men: first class,Action|Adventure|Sci-Fi|Thriller|War,PG-13,Action,2011,7.7,Matthew Vaughn,Ashley Miller,James McAvoy,United States,Twentieth Century Fox
87234,submarine,Comedy|Drama|Romance,R,Comedy,2010,7.3,Richard Ayoade,Richard Ayoade,Craig Roberts,United Kingdom,The Weinstein Company
87298,everything must go,Comedy|Drama,R,Drama,2010,6.4,Dan Rush,Dan Rush,Will Ferrell,United States,Temple Hill Entertainment
87304,beginners,Drama,R,Comedy,2010,7.2,Mike Mills,Mike Mills,Ewan McGregor,United States,Olympus Pictures
87306,super 8,Mystery|Sci-Fi|Thriller|IMAX,PG-13,Mystery,2011,7.0,J.J. Abrams,J.J. Abrams,Elle Fanning,United States,Paramount Pictures
87413,bernie,Comedy|Drama,PG-13,Biography,2011,6.8,Richard Linklater,Skip Hollandsworth,Jack Black,United States,Mandalay Vision
94896,bernie,Comedy|Crime|Drama,PG-13,Biography,2011,6.8,Richard Linklater,Skip Hollandsworth,Jack Black,United States,Mandalay Vision
87430,green lantern,Action|Adventure|Sci-Fi,PG-13,Action,2011,5.5,Martin Campbell,Greg Berlanti,Ryan Reynolds,United States,Warner Bros.
87444,elektra luxx,Comedy,R,Comedy,2010,5.1,Sebastian Gutierrez,Sebastian Gutierrez,Joseph Gordon-Levitt,United States,Gato Negro Films
87483,mr. popper's penguins,Comedy,PG,Comedy,2011,6.0,Mark Waters,Sean Anders,Jim Carrey,United States,Twentieth Century Fox
87485,bad teacher,Comedy,R,Comedy,2011,5.6,Jake Kasdan,Gene Stupnitsky,Cameron Diaz,United States,Columbia Pictures
87520,transformers: dark of the moon,Action|Adventure|Sci-Fi|War|IMAX,PG-13,Action,2011,6.2,Michael Bay,Ehren Kruger,Shia LaBeouf,United States,Paramount Pictures
87522,larry crowne,Comedy|Drama|Romance,PG-13,Comedy,2011,6.1,Tom Hanks,Tom Hanks,Tom Hanks,United States,Universal Pictures
87529,your highness,Action|Adventure|Comedy|Fantasy,R,Adventure,2011,5.5,David Gordon Green,Danny McBride,Danny McBride,United States,Universal Pictures
87785,takers,Action|Crime|Thriller,PG-13,Action,2010,6.2,John Luessenhop,Peter Allen,Chris Brown,United States,Screen Gems
87867,zookeeper,Comedy,PG,Comedy,2011,5.2,Frank Coraci,Nick Bakay,Kevin James,United States,Columbia Pictures
87869,horrible bosses,Comedy|Crime,R,Comedy,2011,6.8,Seth Gordon,Michael Markowitz,Jason Bateman,United States,New Line Cinema
87876,cars 2,Adventure|Animation|Children|Comedy|IMAX,G,Animation,2011,6.1,John Lasseter,John Lasseter,Owen Wilson,United States,Walt Disney Pictures
88108,monte carlo,Adventure|Comedy|Romance,PG,Adventure,2011,5.8,Thomas Bezucha,Thomas Bezucha,Selena Gomez,Hungary,Fox 2000 Pictures
88125,harry potter and the deathly hallows: part 2,Action|Adventure|Drama|Fantasy|Mystery|IMAX,PG-13,Adventure,2011,8.1,David Yates,Steve Kloves,Daniel Radcliffe,United Kingdom,Warner Bros.
88129,drive,Crime|Drama|Film-Noir|Thriller,R,Crime,2011,7.8,Nicolas Winding Refn,Hossein Amini,Ryan Gosling,United States,FilmDistrict
88140,captain america: the first avenger,Action|Adventure|Sci-Fi|Thriller|War,PG-13,Action,2011,6.9,Joe Johnston,Christopher Markus,Chris Evans,United States,Paramount Pictures
88163,"crazy, stupid, love.",Comedy|Drama|Romance,PG-13,Comedy,2011,7.4,Glenn Ficarra,Dan Fogelman,Steve Carell,United States,Carousel Productions (II)
88179,one day,Drama|Romance,PG-13,Drama,2011,7.0,Lone Scherfig,David Nicholls,Anne Hathaway,United States,Focus Features
88267,winnie the pooh,Animation|Children|Comedy,G,Animation,2011,7.2,Stephen J. Anderson,Stephen J. Anderson,Jim Cummings,United States,Walt Disney Pictures
88405,friends with benefits,Comedy|Romance,R,Comedy,2011,6.5,Will Gluck,Keith Merryman,Mila Kunis,United States,Screen Gems
88672,our idiot brother,Comedy,R,Comedy,2011,6.4,Jesse Peretz,Jesse Peretz,Paul Rudd,United States,Big Beach Films
88744,rise of the planet of the apes,Action|Drama|Sci-Fi|Thriller,PG-13,Action,2011,7.5,Rupert Wyatt,Rick Jaffa,James Franco,United States,Twentieth Century Fox
88812,30 minutes or less,Action|Comedy|Crime,R,Action,2011,6.1,Ruben Fleischer,Michael Diliberti,Jesse Eisenberg,United States,Columbia Pictures
88932,final destination 5,Horror|Thriller|IMAX,R,Action,2011,5.8,Steven Quale,Eric Heisserer,Nicholas D'Agosto,United States,New Line Cinema
89028,don't be afraid of the dark,Horror|Thriller,R,Fantasy,2010,5.6,Troy Nixey,Guillermo del Toro,Katie Holmes,United States,Miramax
89039,another earth,Drama|Romance|Sci-Fi,PG-13,Drama,2011,6.9,Mike Cahill,Mike Cahill,Brit Marling,United States,Artists Public Domain
89047,hesher,Drama,R,Drama,2010,7.0,Spencer Susser,Spencer Susser,Joseph Gordon-Levitt,United States,The Last Picture Company
89072,stake land,Horror,R,Drama,2010,6.5,Jim Mickle,Nick Damici,Connor Paolo,United States,Glass Eye Pix
89087,colombiana,Action|Adventure|Drama|Thriller,PG-13,Action,2011,6.4,Olivier Megaton,Luc Besson,Zoe Saldana,France,EuropaCorp
89343,red state,Action|Crime|Horror|Thriller,R,Action,2011,6.2,Kevin Smith,Kevin Smith,Michael Parks,United States,NVSH Productions
89470,contagion,Sci-Fi|Thriller|IMAX,PG-13,Drama,2011,6.7,Steven Soderbergh,Scott Z. Burns,Matt Damon,United Arab Emirates,Warner Bros.
89492,moneyball,Drama,PG-13,Biography,2011,7.6,Bennett Miller,Steven Zaillian,Brad Pitt,United States,Columbia Pictures
89753,tinker tailor soldier spy,Drama|Film-Noir|Thriller,R,Drama,2011,7.1,Tomas Alfredson,John le Carré,Gary Oldman,United Kingdom,StudioCanal
89774,warrior,Drama,PG-13,Action,2011,8.1,Gavin O'Connor,Gavin O'Connor,Tom Hardy,United States,Lionsgate
89837,kill list,Horror|Mystery|Thriller,Not Rated,Action,2011,6.4,Ben Wheatley,Ben Wheatley,Neil Maskell,United Kingdom,Warp X
89840,killer elite,Action|Thriller,R,Action,2011,6.4,Gary McKendry,Matt Sherring,Jason Statham,United Kingdom,Omnilab Media
89864,50/50,Comedy|Drama,R,Comedy,2011,7.6,Jonathan Levine,Will Reiser,Joseph Gordon-Levitt,United States,Summit Entertainment
89904,the artist,Comedy|Drama|Romance,PG-13,Comedy,2011,7.9,Michel Hazanavicius,Michel Hazanavicius,Jean Dujardin,France,Studio 37
90057,take shelter,Drama,R,Drama,2011,7.4,Jeff Nichols,Jeff Nichols,Michael Shannon,United States,Hydraulx
90249,real steel,Action|Drama|Sci-Fi|IMAX,PG-13,Action,2011,7.0,Shawn Levy,John Gatins,Hugh Jackman,United States,Dreamworks Pictures
90353,beautiful boy,Drama,R,Biography,2018,7.3,Felix van Groeningen,Luke Davies,Steve Carell,United States,Amazon Studios
90357,tyrannosaur,Drama,Not Rated,Drama,2011,7.6,Paddy Considine,Paddy Considine,Peter Mullan,United Kingdom,Warp X
90374,martha marcy may marlene,Drama|Thriller,R,Drama,2011,6.9,Sean Durkin,Sean Durkin,Elizabeth Olsen,United States,Fox Searchlight Pictures
90376,we need to talk about kevin,Drama|Thriller,R,Drama,2011,7.5,Lynne Ramsay,Lynne Ramsay,Tilda Swinton,United Kingdom,BBC Films
90405,in time,Crime|Sci-Fi|Thriller,PG-13,Action,2011,6.7,Andrew Niccol,Andrew Niccol,Justin Timberlake,United States,New Regency Productions
90430,carnage,Comedy|Drama,R,Comedy,2011,7.2,Roman Polanski,Yasmina Reza,Jodie Foster,France,SBS Productions
90439,margin call,Drama|Thriller,R,Drama,2011,7.1,J.C. Chandor,J.C. Chandor,Zachary Quinto,United States,Before The Door Pictures
90522,johnny english reborn,Adventure|Comedy|Thriller,PG,Action,2011,6.3,Oliver Parker,Hamish McColl,Rowan Atkinson,United Kingdom,Universal Pictures
90524,abduction,Action|Drama|Mystery|Thriller,PG-13,Action,2011,5.1,John Singleton,Shawn Christensen,Taylor Lautner,United States,Lionsgate
90528,this must be the place,Crime|Drama|Thriller,R,Adventure,2011,6.7,Paolo Sorrentino,Paolo Sorrentino,Sean Penn,Italy,Indigo Film
90531,shame,Drama,NC-17,Drama,2011,7.2,Steve McQueen,Steve McQueen,Michael Fassbender,United Kingdom,Fox Searchlight Pictures
90576,what's your number?,Comedy|Romance,R,Comedy,2011,6.1,Mark Mylod,Karyn Bosnak,Anna Faris,United States,New Regency Productions
90647,puss in boots,Adventure|Animation|Comedy|Fantasy|IMAX,PG,Animation,2011,6.6,Chris Miller,Tom Wheeler,Antonio Banderas,United States,DreamWorks Animation
90717,tower heist,Action|Comedy|Crime,PG-13,Action,2011,6.2,Brett Ratner,Adam Cooper,Eddie Murphy,United States,Universal Pictures
90719,j. edgar,Drama,R,Biography,2011,6.5,Clint Eastwood,Dustin Lance Black,Leonardo DiCaprio,United States,Imagine Entertainment
90809,tomboy,Drama,R,Comedy,1985,4.7,Herb Freed,Ben Zelig,Betsy Russell,United States,Marimark Productions
90866,hugo,Children|Drama|Mystery,PG,Drama,2011,7.5,Martin Scorsese,John Logan,Asa Butterfield,United Kingdom,Paramount Pictures
90888,immortals,Action|Drama|Fantasy,R,Action,2011,6.0,Tarsem Singh,Charley Parlapanides,Henry Cavill,United States,Relativity Media
90890,jack and jill,Comedy,PG,Comedy,2011,3.3,Dennis Dugan,Ben Zook,Adam Sandler,United States,Columbia Pictures
91079,like crazy,Drama|Romance,PG-13,Drama,2011,6.7,Drake Doremus,Drake Doremus,Felicity Jones,United States,Paramount Vantage
91126,war horse,Drama|War,PG-13,Action,2011,7.2,Steven Spielberg,Lee Hall,Jeremy Irvine,United States,Dreamworks Pictures
91386,happy feet two,Animation|Children|Comedy|IMAX,PG,Animation,2011,5.9,George Miller,George Miller,Elijah Wood,Australia,Warner Bros.
91483,bullet to the head,Action|Crime|Film-Noir,R,Action,2012,5.7,Walter Hill,Alessandro Camon,Sylvester Stallone,United States,IM Global
91500,the hunger games,Action|Adventure|Drama|Sci-Fi|Thriller,PG-13,Action,2012,7.2,Gary Ross,Gary Ross,Jennifer Lawrence,United States,Lionsgate
91542,sherlock holmes: a game of shadows,Action|Adventure|Comedy|Crime|Mystery|Thriller,PG-13,Action,2011,7.5,Guy Ritchie,Michele Mulroney,Robert Downey Jr.,United States,Warner Bros.
91571,coriolanus,Drama|Thriller,R,Drama,2011,6.1,Ralph Fiennes,John Logan,Ralph Fiennes,United Kingdom,Hermetof Pictures
91622,young adult,Comedy|Drama,R,Comedy,2011,6.3,Jason Reitman,Diablo Cody,Charlize Theron,United States,Paramount Pictures
91628,new year's eve,Comedy|Romance,PG-13,Comedy,2011,5.7,Garry Marshall,Katherine Fugate,Sarah Jessica Parker,United States,New Line Cinema
91630,mission: impossible - ghost protocol,Action|Adventure|Thriller|IMAX,PG-13,Action,2011,7.4,Brad Bird,Bruce Geller,Tom Cruise,United States,Paramount Pictures
91653,we bought a zoo,Comedy|Drama,PG,Comedy,2011,7.1,Cameron Crowe,Aline Brosh McKenna,Matt Damon,United States,Twentieth Century Fox
91671,alvin and the chipmunks: chipwrecked,Animation|Comedy,G,Animation,2011,4.3,Mike Mitchell,Jonathan Aibel,Justin Long,United States,Fox 2000 Pictures
91842,contraband,Action|Crime|Drama|Thriller,R,Action,2012,6.4,Baltasar Kormákur,Aaron Guzikowski,Mark Wahlberg,United States,Universal Pictures
91974,underworld: awakening,Action|Fantasy|Horror|IMAX,R,Action,2012,6.3,Måns Mårlind,Len Wiseman,Kate Beckinsale,United States,Screen Gems
91978,man on a ledge,Crime|Thriller,PG-13,Action,2012,6.6,Asger Leth,Pablo F. Fenjves,Sam Worthington,United States,Summit Entertainment
92008,haywire,Action|Thriller,R,Action,2011,5.8,Steven Soderbergh,Lem Dobbs,Gina Carano,Ireland,Relativity Media
92192,apollo 18,Horror|Sci-Fi|Thriller,PG-13,Horror,2011,5.2,Gonzalo López-Gallego,Brian Miller,Warren Christie,United States,Dimension Films
92234,red tails,Action|Adventure|Drama|War,PG-13,Action,2012,5.9,Anthony Hemingway,John Ridley,Cuba Gooding Jr.,United States,Twentieth Century Fox
92264,one for the money,Action|Comedy|Crime,PG-13,Action,2012,5.3,Julie Anne Robinson,Stacy Sherman,Katherine Heigl,United States,Lakeshore Entertainment
92420,chronicle,Action|Sci-Fi|Thriller,PG-13,Adventure,2012,7.0,Josh Trank,Max Landis,Dane DeHaan,United States,Twentieth Century Fox
92507,safe house,Action|Crime|Mystery|Thriller,R,Action,2012,6.7,Daniel Espinosa,David Guggenheim,Denzel Washington,South Africa,Universal Pictures
92665,"for a good time, call...",Comedy|Drama|Romance,R,Comedy,2012,6.0,Jamie Travis,Katie Anne Naylon,Ari Graynor,United States,AdScott Pictures
92681,journey 2: the mysterious island,Action|Adventure|Comedy|Sci-Fi|IMAX,PG,Action,2012,5.8,Brad Peyton,Brian Gunn,Josh Hutcherson,United States,New Line Cinema
92694,perfect sense,Drama|Romance|Sci-Fi,R,Drama,2011,7.1,David Mackenzie,Kim Fupz Aakeson,Ewan McGregor,United Kingdom,BBC Films
92938,ghost rider: spirit of vengeance,Action|Fantasy|Thriller,PG-13,Action,2011,4.3,Mark Neveldine,Scott M. Gimple,Nicolas Cage,United States,Columbia Pictures
93242,gone,Drama|Thriller,PG-13,Action,2012,5.9,Heitor Dhalia,Allison Burnett,Amanda Seyfried,United States,Summit Entertainment
93297,act of valor,Action|Thriller|War,R,Action,2012,6.5,Mike McCoy,Kurt Johnstad,Alex Veadov,United States,Relativity Media
93326,this means war,Action|Comedy|Romance,PG-13,Action,2012,6.3,McG,Timothy Dowling,Reese Witherspoon,United States,Overbrook Entertainment
93363,john carter,Action|Adventure|Sci-Fi|IMAX,PG-13,Action,2012,6.6,Andrew Stanton,Andrew Stanton,Taylor Kitsch,United States,Walt Disney Pictures
93443,goon,Comedy|Drama,R,Comedy,2011,6.8,Michael Dowse,Jay Baruchel,Seann William Scott,United States,No Trace Camping
93510,21 jump street,Action|Comedy|Crime,R,Action,2012,7.2,Phil Lord,Michael Bacall,Jonah Hill,United States,Columbia Pictures
93563,lockout,Action|Sci-Fi|Thriller,PG-13,Action,2012,6.1,James Mather,James Mather,Guy Pearce,France,EuropaCorp
93740,salmon fishing in the yemen,Comedy|Drama|Romance,PG-13,Comedy,2011,6.8,Lasse Hallström,Simon Beaufoy,Ewan McGregor,United Kingdom,UK Film Council
93766,wrath of the titans,Action|Adventure|Fantasy|IMAX,PG-13,Action,2012,5.7,Jonathan Liebesman,Dan Mazeau,Sam Worthington,United States,Warner Bros.
93790,detachment,Drama,Not Rated,Drama,2011,7.7,Tony Kaye,Carl Lund,Adrien Brody,United States,Paper Street Films
93838,the raid: redemption,Action|Crime,R,Action,2011,7.6,Gareth Evans,Gareth Evans,Iko Uwais,Indonesia,Pt. Merantau Films
94015,mirror mirror,Adventure|Comedy|Fantasy,PG,Adventure,2012,5.6,Tarsem Singh,Marc Klein,Lily Collins,United States,Relativity Media
94018,battleship,Action|Sci-Fi|Thriller|IMAX,PG-13,Action,2012,5.8,Peter Berg,Jon Hoeber,Alexander Skarsgård,United States,Universal Pictures
94150,hysteria,Comedy|Romance,R,Biography,2011,6.7,Tanya Wexler,Stephen Dyer,Maggie Gyllenhaal,United Kingdom,Informant Media
94323,think like a man,Comedy,PG-13,Comedy,2012,6.5,Tim Story,Keith Merryman,Chris Brown,United States,Screen Gems
94478,dark shadows,Comedy|Horror|IMAX,PG-13,Comedy,2012,6.2,Tim Burton,Seth Grahame-Smith,Johnny Depp,United States,Warner Bros.
94780,snow white and the huntsman,Action|Adventure|Drama,PG-13,Action,2012,6.1,Rupert Sanders,Evan Daugherty,Kristen Stewart,United States,Roth Films
94799,sound of my voice,Drama|Mystery|Sci-Fi,R,Drama,2011,6.6,Zal Batmanglij,Zal Batmanglij,Christopher Denham,United States,Skyscraper Films
94864,prometheus,Action|Horror|Sci-Fi|IMAX,R,Adventure,2012,7.0,Ridley Scott,Jon Spaihts,Noomi Rapace,United States,Twentieth Century Fox
94931,take this waltz,Drama|Romance,R,Comedy,2011,6.6,Sarah Polley,Sarah Polley,Michelle Williams,Canada,Joe's Daughter
94953,wanderlust,Comedy,R,Comedy,2012,5.6,David Wain,David Wain,Jennifer Aniston,United States,A Hot Dog
94959,moonrise kingdom,Comedy|Drama|Romance,PG-13,Comedy,2012,7.8,Wes Anderson,Wes Anderson,Jared Gilman,United States,Indian Paintbrush
95088,safety not guaranteed,Comedy|Drama,R,Comedy,2012,7.0,Colin Trevorrow,Derek Connolly,Aubrey Plaza,United States,FilmDistrict
95105,madagascar 3: europe's most wanted,Adventure|Animation|Children|Comedy|IMAX,PG,Animation,2012,6.8,Eric Darnell,Eric Darnell,Ben Stiller,United States,DreamWorks Animation
95135,your sister's sister,Comedy|Drama,R,Comedy,2011,6.7,Lynn Shelton,Lynn Shelton,Mark Duplass,United States,Ada Films
95167,brave,Action|Adventure|Animation|Children,PG,Animation,2012,7.1,Mark Andrews,Brenda Chapman,Kelly Macdonald,United States,Walt Disney Pictures
95199,what to expect when you're expecting,Comedy|Drama|Romance,PG-13,Comedy,2012,5.7,Kirk Jones,Shauna Cross,Cameron Diaz,United States,Lionsgate
95201,to rome with love,Comedy,R,Comedy,2012,6.3,Woody Allen,Woody Allen,Woody Allen,United States,Medusa Film
95207,abraham lincoln: vampire hunter,Action|Fantasy|Horror|Thriller,R,Action,2012,5.9,Timur Bekmambetov,Seth Grahame-Smith,Benjamin Walker,United States,Abraham Productions
95307,rock of ages,Comedy|Drama|Musical|IMAX,PG-13,Comedy,2012,5.9,Adam Shankman,Justin Theroux,Julianne Hough,United States,New Line Cinema
95309,seeking a friend for the end of the world,Comedy|Drama|Romance,R,Adventure,2012,6.7,Lorene Scafaria,Lorene Scafaria,Steve Carell,United States,Focus Features
95441,ted,Comedy|Fantasy,R,Comedy,2012,6.9,Seth MacFarlane,Seth MacFarlane,Mark Wahlberg,United States,Universal Pictures
95449,magic mike,Drama|Romance,R,Comedy,2012,6.1,Steven Soderbergh,Reid Carolin,Channing Tatum,United States,Iron Horse Entertainment (II)
95558,beasts of the southern wild,Drama|Fantasy,PG-13,Adventure,2012,7.3,Benh Zeitlin,Lucy Alibar,Quvenzhané Wallis,United States,Cinereach
95583,savages,Crime|Drama|Thriller,R,Crime,2012,6.5,Oliver Stone,Shane Salerno,Aaron Taylor-Johnson,United States,Ixtlan
95761,killer joe,Crime|Thriller,Unrated,Crime,2011,6.7,William Friedkin,Tracy Letts,Matthew McConaughey,United States,Voltage Pictures
95873,ruby sparks,Comedy|Fantasy|Romance,R,Comedy,2012,7.2,Jonathan Dayton,Zoe Kazan,Paul Dano,United States,Fox Searchlight Pictures
96079,skyfall,Action|Adventure|Thriller|IMAX,PG-13,Action,2012,7.7,Sam Mendes,Neal Purvis,Daniel Craig,United Kingdom,Metro-Goldwyn-Mayer (MGM)
96281,paranorman,Adventure|Animation|Comedy,PG,Animation,2012,7.0,Chris Butler,Chris Butler,Kodi Smit-McPhee,United States,Focus Features
96283,diary of a wimpy kid: dog days,Children|Comedy,PG,Animation,2012,6.3,David Bowers,Maya Forbes,Zachary Gordon,United States,Fox 2000 Pictures
96417,premium rush,Action|Thriller,PG-13,Action,2012,6.5,David Koepp,David Koepp,Joseph Gordon-Levitt,United States,Columbia Pictures
96432,lawless,Crime|Drama,R,Crime,2012,7.3,John Hillcoat,Nick Cave,Tom Hardy,United States,The Weinstein Company
96588,pitch perfect,Comedy|Musical,PG-13,Comedy,2012,7.1,Jason Moore,Kay Cannon,Anna Kendrick,United States,Brownstone Productions (II)
96610,looper,Action|Crime|Sci-Fi,R,Action,2012,7.4,Rian Johnson,Rian Johnson,Joseph Gordon-Levitt,United States,TriStar Pictures
96616,that's my boy,Comedy,R,Comedy,2012,5.5,Sean Anders,David Caspe,Adam Sandler,United States,Columbia Pictures
96655,robot & frank,Comedy|Drama|Sci-Fi,PG-13,Comedy,2012,7.1,Jake Schreier,Christopher Ford,Peter Sarsgaard,United States,Dog Run Pictures
96691,resident evil: retribution,Action|Horror|Sci-Fi|IMAX,R,Action,2012,5.4,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,Germany,Constantin Film International
96737,dredd,Action|Sci-Fi,R,Action,2012,7.1,Pete Travis,John Wagner,Karl Urban,United Kingdom,DNA Films
96811,end of watch,Crime|Drama|Thriller,R,Action,2012,7.6,David Ayer,David Ayer,Jake Gyllenhaal,United States,Exclusive Media Group
96815,v/h/s,Horror|Thriller,R,Horror,2012,5.8,Directors,Brad Miska,Calvin Reeder,United States,8383 Productions
96861,taken 2,Action|Crime|Drama|Thriller,PG-13,Action,2012,6.3,Olivier Megaton,Luc Besson,Liam Neeson,France,EuropaCorp
96917,house at the end of the street,Horror|Thriller,PG-13,Drama,2012,5.6,Mark Tonderai,David Loucka,Jennifer Lawrence,United States,Relativity Media
96975,lol,Comedy|Drama|Romance,PG-13,Comedy,2012,4.4,Lisa Azuelos,Lisa Azuelos,Miley Cyrus,United States,Double Feature Films
97172,frankenweenie,Animation|Comedy|Horror|IMAX,PG,Animation,2012,6.9,Tim Burton,Leonard Ripps,Winona Ryder,United States,Walt Disney Pictures
97188,sinister,Horror|Thriller,R,Horror,2012,6.8,Scott Derrickson,Scott Derrickson,Ethan Hawke,United States,Summit Entertainment
97225,hotel transylvania,Animation|Children|Comedy,PG,Animation,2012,7.1,Genndy Tartakovsky,Peter Baynham,Adam Sandler,United States,Columbia Pictures
97304,argo,Drama|Thriller,R,Biography,2012,7.7,Ben Affleck,Chris Terrio,Ben Affleck,United States,Warner Bros.
97306,seven psychopaths,Comedy|Crime,R,Comedy,2012,7.2,Martin McDonagh,Martin McDonagh,Colin Farrell,United Kingdom,CBS Films
97328,liberal arts,Comedy|Drama,PG-13,Comedy,2012,6.7,Josh Radnor,Josh Radnor,Josh Radnor,United States,BCDF Pictures
97701,paranormal activity 4,Horror|IMAX,R,Horror,2012,4.6,Henry Joost,Christopher Landon,Stephen Dunham,United States,Paramount Pictures
97742,alex cross,Action|Crime|Mystery|Thriller,PG-13,Action,2012,5.2,Rob Cohen,Marc Moss,Tyler Perry,United States,Block / Hanson
97752,cloud atlas,Drama|Sci-Fi|IMAX,R,Action,2012,7.4,Tom Tykwer,David Mitchell,Tom Hanks,United States,Cloud Atlas Productions
97836,here comes the boom,Action|Comedy,PG,Action,2012,6.4,Frank Coraci,Allan Loeb,Kevin James,United States,Columbia Pictures
97860,killing them softly,Crime|Drama|Thriller,R,Crime,2012,6.2,Andrew Dominik,Andrew Dominik,Brad Pitt,United States,Plan B Entertainment
97913,wreck-it ralph,Animation|Comedy,PG,Animation,2012,7.7,Rich Moore,Rich Moore,John C. Reilly,United States,Walt Disney Animation Studios
97921,silver linings playbook,Comedy|Drama,R,Comedy,2012,7.7,David O. Russell,David O. Russell,Bradley Cooper,United States,The Weinstein Company
97923,flight,Drama,R,Drama,2012,7.3,Robert Zemeckis,John Gatins,Denzel Washington,United States,Paramount Pictures
97938,life of pi,Adventure|Drama|IMAX,PG,Adventure,2012,7.9,Ang Lee,Yann Martel,Suraj Sharma,United States,Fox 2000 Pictures
98154,lincoln,Drama|War,PG-13,Biography,2012,7.3,Steven Spielberg,Tony Kushner,Daniel Day-Lewis,United States,Dreamworks Pictures
98175,vamps,Comedy|Horror|Romance,PG-13,Comedy,2012,5.2,Amy Heckerling,Amy Heckerling,Alicia Silverstone,United States,Lucky Monkey Pictures
98230,10 years,Comedy|Drama|Romance,PG-13,Comedy,2011,6.1,Jamie Linden,Jamie Linden,Channing Tatum,United States,Anchor Bay Films
98243,rise of the guardians,Adventure|Animation|Children|Fantasy|IMAX,PG,Animation,2012,7.3,Peter Ramsey,David Lindsay-Abaire,Hugh Jackman,United States,DreamWorks Animation
98296,deadfall,Crime|Drama|Thriller,R,Crime,1993,4.0,Christopher Coppola,Christopher Coppola,Michael Biehn,United States,Trimark Pictures
98296,deadfall,Crime|Drama|Thriller,R,Crime,2012,6.3,Stefan Ruzowitzky,Zach Dean,Eric Bana,France,Magnolia Pictures
98361,byzantium,Drama|Fantasy|Thriller,R,Drama,2012,6.5,Neil Jordan,Moira Buffini,Saoirse Ronan,United Kingdom,Demarest Films
98585,hitchcock,Drama,PG-13,Biography,2012,6.8,Sacha Gervasi,John J. McLaughlin,Anthony Hopkins,United States,Fox Searchlight Pictures
98961,zero dark thirty,Action|Drama|Thriller,R,Drama,2012,7.4,Kathryn Bigelow,Mark Boal,Jessica Chastain,United States,Columbia Pictures
99005,fire with fire,Action|Crime|Drama,PG-13,Drama,1986,6.5,Duncan Gibbins,Bill Phillips,Craig Sheffer,United States,Paramount Pictures
99007,warm bodies,Comedy|Horror|Romance,PG-13,Comedy,2013,6.8,Jonathan Levine,Isaac Marion,Nicholas Hoult,United States,Summit Entertainment
